ENTRY	SHORT DEF	LONGER DEF	FIRST OCCURRENCE	NUM OCCURRENCES	POS
"gremium gremi(i) n."	"gremium gremi(ī) n."	"lap, bosom"	"lap, bosom"	" 338"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#gremium"	"1698"
"gressus –us m."	"gressus –ūs m."	"stepping; step"	"a stepping; step, walk, course, way; of a ship; air, mien, gait; ferre gressum, to walk; efferre gressum, to go forth or out; comprimere gressum, to stop, stay one’s steps (> gradior)"	" 711"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#gressus"	"2780"
"grex gregis m."	"grex gregis m."	"herd, flock"	"herd, flock; troupe of actors"	"396"	"4"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#grex"	"1411"
"gurges –itis m."	"gurges –itis m."	"whirlpool"	"a whirlpool, gulf; flood; wave, billow; rolling, raging sea, abyss; sea, ocean"	" 908"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#gurges"	"1771"
"haereo haerere haesi haesus"	"haereō haerēre haesī haesus"	"to stick to, hang on to"	"to stick to, hang on to"	"26"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#haereo"	"855"
"hasta hastae f."	"hasta hastae f."	"spear"	"spear"	"230"	"19"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#hasta"	"767"
"herba herbae f."	"herba herbae f."	"grass, herb"	"grass, herb"	" 351"	"4"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#herba"	"659"
"heros –ois m."	"hērōs –ōis m."	"demigod; hero"	"a demigod; a hero; an illustrious man, champion, hero"	"3"	"18"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#heros"	"1631"
"hesternus –a –um"	"hēsternus –a –um"	"of yesterday, yesterday's"	"of yesterday, yesterday's"	" 637"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#hesternus"	"4087"
"heu"	"heu"	"alas! oh!"	"alas! oh!"	"1019"	"1"	"Interjection"	"Logeion"	"http://logeion.uchicago.edu/index.html#heu"	"1020"
"hinc"	"hinc"	"from here, hence"	"from here, hence; henceforth"	" 429"	"4"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#hinc"	"332"
"horrendus –a –um"	"horrendus –a –um"	"to be shuddered at; dreadful"	"to be shuddered at; dreadful, fearful; awe–inspiring, venerable; strange, wonderful; fierce, warlike (> horreo)"	"352"	"3"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#horrendus"	"2371"
"horreo horrere horrui"	"horreō horrēre horruī"	"to dread"	"to dread, shrink from, shudder at; stand on end, bristle; have rough appearance"	" 813"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#horreo"	"1892"
"horridus –a –um"	"horridus –a –um"	"rough, uncouth"	"rough, trembling, uncouth, shaggy, dishevelled"	"206"	"7"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#horridus"	"1631"
"horror –oris m."	"horror –ōris m."	"roughening or bristling; (fig.)"	"a roughening or bristling; (fig.), a shuddering; terror, dread, horror, dismay; clashing din (> horreo)"	" 841"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#horror"	"3025"
"hostilis hostilis hostile"	"hostīlis hostīlis hostīle"	"hostile"	"hostile"	" 756"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#hostilis"	"2371"
"iacto iactare iactavi iactatus"	"iactō iactāre iactāvī iactātus"	"to throw"	"to throw away, throw out, throw, jerk about; disturb; boast, discuss"	"599"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#iacto"	"707"
"iactus –us m."	"iactus –ūs m."	"cast; leap; shot; reach"	"a cast; leap; shot; reach (> iacio)"	" 611"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#iactus"	"4475"
"iaculum –i n."	"iaculum –ī n."	"thing hurled; spear"	"a thing hurled; a spear, dart, or javelin (> iacio)"	"444"	"4"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#iaculum"	"2145"
"ico and icio –ere –ici –ictus"	"icō and iciō –ere –īcī –ictus"	"to smite"	"to smite, hit, strike; of treaties or leagues, make, ratify"	" 470"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#ico"	"8014"
"ieiunus –a –um"	"iēiūnus –a –um"	"hungry"	"hungry"	" 397"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#ieiunus"	"5645"
"igneus –a –um"	"igneus –a –um"	"fiery"	"of fire or fiery substance; fiery; of lightning swiftness (> ignis)"	" 130"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#igneus"	"3025"
"ignifer –fera –ferum"	"ignifer –fera –ferum"	"fire-bearing"	"fire-bearing"	" 617"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#ignifer"	"6575"
"ignipotens –entis"	"ignipotēns –entis"	"having power over fire"	"having power over fire; subst., Ignipotens, the firegod, Vulcan (> ignis and potens)"	"106"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#ignipotens"	"5290"
"illic illaec illuc"	"illic illaec illuc"	"pron., that person or thing"	"pron., that person or thing"	"393"	"3"	"Pronoun"	"Logeion"	"http://logeion.uchicago.edu/index.html#illic"	"2424"
"illinc"	"illinc"	"from there"	"from there, thence"	"530"	"3"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#illinc"	"2288"
"illustris illustre"	"illūstris illūstre"	"bright"	"bright, shining, brilliant; clear, lucid; illustrious, distinguished, famous"	"139"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#illustris"	"2065"
"imber imbris m."	"imber imbris m."	"rain"	"rain, storm"	" 359"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#imber"	"904"
"imitor imitari imitatus sum"	"imitor imitārī imitātus sum"	"to imitate"	"to imitate"	" 574"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#imitor"	"1484"
"immanis immane"	"immānis immāne"	"huge, monstrous"	"huge, monstrous"	" 666"	"4"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#immanis"	"1115"
"immensus –a –um"	"immēnsus –a –um"	"immense"	"vast, immense"	" 437"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#immensus"	"1542"
"immergo –ere –mersi –mersus"	"immergō –ere –mersī –mersus"	"to plunge into"	"to plunge into, immerse in, w. acc. and abl."	" 617"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#immergo"	"7186"
"immineo imminere"	"immineō imminēre"	"to threaten; overhang"	"to threaten, be a threat (to); overhang, be imminent (+ dat.)"	" 391"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#immineo"	"1596"
"immisceo –miscui –mixtus or mistus"	"immisceō –miscuī –mixtus or mistus"	"to mingle with; usually w. dat."	"to mingle with; usually w. dat.; blend with, vanish in"	" 386"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#immisceo"	"3127"
"immitto immittere immisi immissus"	"immittō immittere immīsī immīssus"	"to send in"	"to send in(to), let in(to)"	" 46"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#immitto"	"1303"
"immundus –a –um"	"immundus –a –um"	"unclean, foul"	"unclean, foul"	" 887"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#immundus"	"3025"
"impar –aris"	"impār –aris"	"unequal, in unequal combat"	"unequal, in unequal combat; unequally matched"	" 558"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#impar"	"3634"
"impedio impedire impedivi/impedii impeditus"	"impediō impedīre impedīvī/impediī impedītus"	"to hinder"	"to hinder, impede"	" 916"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#impedio"	"1070"
"impiger –gra –grum"	"impiger –gra –grum"	"not sluggish, not inactive"	"not sluggish, not inactive; quick, not backward"	" 268"	"4"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#impiger"	"4251"
"implico implicare implicavi or implicui implicitus"	"implicō implicāre implicāvī or implicuī implicitus"	"to fold in; involve"	"to fold in; involve, entangle, entwine; to wheel; (w. dat.), bind to; infuse; insinuate, mingle; se implicare, cling to"	"12"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#implico"	"2249"
"impune"	"impūnē"	"with impunity"	"with impunity"	" 91"	"2"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#impūnē"	"2288"
"imus –a –um"	"imus –a –um"	"deepest, last"	"the lowest, deepest, last, of the underworld"	"25"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#imus"	"2477"
"im–pugno –pugnare"	"im–pugnō –pugnāre"	"to fight against"	"to fight against, attack, assail"	" 609"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#im–pugno"	"6092"
"in-festo –festare"	"īn-fēstō –fēstāre"	"to annoy, disturb"	"to annoy, disturb, infest"	" 45"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#in-festo"	"8014"
"inanis inanis inane"	"inānis inānis ināne"	"empty, void"	"void, empty, hollow; vain; inane; foolish"	" 709"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#inanis"	"1077"
"incautus –a –um"	"incautus –a –um"	"unguarded, unsuspecting"	"unguarded, heedless; unsuspecting"	" 119"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#incautus"	"2554"
"incendium incendi(i) n."	"incendium incendi(ī) n."	"fire"	"fire, conflagration; fiery heat; fiery passion/love/hostility; arson (Latham); incendiary missile; meteor; P:flames (pl.) [annonae ~ => high price of grain]"	" 800"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#incendium"	"1193"
"incendo incendere incendi incensus"	"incendō incendere incendī incensus"	"to set fire to, burn"	"to set on fire; set fire to, kindle, burn; cause to flame/burn; keep fire burning; scorch; make fiery hot (fever/thirst); light up; cause to glow; intensify; inspire, fire, rouse, excite, inflame; provoke, incense, aggravate"	" 798"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#incendo"	"687"
"includo includere inclusi inclusus"	"inclūdō inclūdere inclūsī inclūsus"	"to enclose"	"to shut up/in, imprison, enclose; include"	" 663"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#includo"	"1411"
"inclutus –a –um"	"inclutus –a –um"	"famous, glorious"	"famous, glorious, renowned"	"248"	"4"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#inclutus"	"3025"
"increpo increpare increpavi/increpui increpatus/increpitus"	"increpō increpāre increpavī/increpuī increpatus/increpitus"	"to rattle; complain loudly about"	"to rattle; complain loudly about, inveigh against"	" 342"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#increpo"	"2424"
"incresco –ere –crevi –cretus"	"incrēscō –ere –crēvī –crētus"	"to grow in; grow up"	"to grow in; grow up; increase, w. dat."	" 390"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#incresco"	"5290"
"incubo incubare incubui incubitus"	"incubō incubāre incubuī incubitus"	"to lie"	"to lie, recline upon, w. abl. or dat.; rest upon"	"337"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#incubo"	"4251"
"incumbo –ere –cubui –cubitus"	"incumbō –ere –cubuī –cubitus"	"to lean or recline upon (w. dat.); bear down on (in a military or sexual sense)"	"to lay one's self upon; lean or recline upon; (w. dat.), lie on or stretch over; fall upon; bend to, ply; hasten, urge, press on; overhang; press or bend toward; (w. ad and acc.), lean, hang, incline; bear down on (in a military or sexual sense)"	" 542"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#incumbo"	"1830"
"incuso incusare incusavi incusatus"	"incūsō incūsāre incūsāvī incūsātus"	"to bring a cause or case against any one; to accuse"	"to bring a cause or case against any one; to accuse, reproach, blame; without object, upbraid, complain (> in and causa)"	" 60"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#incuso"	"3211"
"indico indicere indixi indictus"	"indīcō indīcere indīxī indictus"	"to proclaim, announce"	"to proclaim, announce"	"1007"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#indico"	"1798"
"indignus –a –um"	"indīgnus –a –um"	"unworthy (of)"	"unworthy (of) (+ abl.)"	" 272"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#indignus"	"1394"
"indulgeo indulgere indulsi indultus"	"indulgeō indulgēre indulsī indultus"	"to gratify, indulge in"	"to gratify, indulge in"	" 685"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#indulgeo"	"2326"
"induo induere indui indutus"	"induō induere induī indūtus"	"to put on, clothe"	"to put on, clothe"	" 861"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#induo"	"1221"
"inermis inermis inerme"	"inermis inermis inerme"	"unarmed"	"unarmed"	" 1023"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#inermis"	"2477"
"infamia –ae f."	"īnfāmia –ae f."	"disgrace"	"disgrace"	"258"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#infamia"	"2718"
"infans –antis"	"īnfāns –antis"	"not capable of speech; an infant"	"not capable of speech; an infant"	"567"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#infans"	"1673"
"infelix infelicis"	"īnfēlīx īnfēlīcis"	"unfortunate, unhappy"	"unfortunate, unhappy"	"370"	"10"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#infelix"	"886"
"infestus –a –um"	"īnfestus –a –um"	"hostile, aggressive"	"hostile, aggressive"	"11"	"11"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#infestus"	"974"
"inficio –ere –feci –fectus"	"īnficiō –ere –fēcī –fectus"	"to impart some foreign quality to an object; to taint"	"to impart some foreign quality to an object; to taint, infect; poison; stain; mix, tincture; p., infectus, a, um, inwrought, contracted,; infected, filled (> in an facio)"	" 785"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#inficio"	"2371"
"infigo –ere –fixi –fixus"	"īnfīgō –ere –fīxī –fīxus"	"to fasten in or upon"	"to fasten in or upon, w. dat. or abl.; thrust; p., infixus, a, um, thrust deeply, deep"	" 513"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#infigo"	"3501"
"inflecto –ere –flexi –flexus"	"īnflectō –ere –flexī –flexus"	"to bend"	"to bend; (fig.), move, sway, change; (pass.), to be bent or swayed"	" 962"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#inflecto"	"4475"
"ingemo –ere –ui –itus"	"ingemō –ere –uī –itus"	"to sigh or groan"	"to sigh or groan; (w. acc.), groan for; lament, bewail"	" 516"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#ingemo"	"3127"
"inguen –inguinis n."	"inguen –inguinis n."	"the groin"	"the groin"	" 369"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#inguen"	"3297"
"inhumatus –a –um"	"inhumātus –a –um"	"unburied"	"unburied"	"5"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#inhumatus"	"4702"
"inicio –ere –ieci –iectum"	"iniciō –ere –iēcī –iectum"	"to throw, lay hands on"	"to throw, lay hands on; bring into, instill"	"2"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#inicio"	"1522"
"iniquus –a –um"	"inīquus –a –um"	"uneven"	"uneven; inequitable, unjust"	" 51"	"4"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#iniquus"	"958"
"innuptus –a –um"	"innūptus –a –um"	"not veiled"	"not veiled; unmarried, virgin–"	" 548"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#innuptus"	"3913"
"inruo –ere –rui"	"inruō –ere –ruī"	"to rush in"	"to rush in, break in; rush on; rush"	" 392"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#inruo"	"4702"
"inscius –a –um"	"īnscius –a –um"	"not knowing; unaware"	"not knowing; unaware, unwitting, ignorant; amazed, bewildered; w. gen., ignorant of"	"39"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#inscius"	"3025"
"insequor insequi insecutus sum"	"īnsequor īnsequī īnsecūtus sum"	"to follow after, pursue"	"to follow after, pursue"	"175"	"4"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#insequor"	"1100"
"insignis insigne"	"īnsīgnis īnsīgne"	"distinguished"	"conspicuous, manifest, eminent, notable, famous, distinguished, outstanding"	" 201"	"5"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#insignis"	"1077"
"insisto –ere –stiti"	"īnsistō –ere –stitī"	"to place one’s self in or upon a thing; (w. dat.)"	"to place one’s self in or upon a thing; (w. dat.), to tread or stand upon, (w. acc.), to tread; impress; (fig.), of the will, continue, persist"	" 942"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#insisto"	"2938"
"inspicio –ere –spexi –spectus"	"īnspiciō –ere –spexī –spectus"	"to look into or overlook"	"to look into or overlook (> in and specio, look)"	"468"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#inspicio"	"2371"
"instauro instaurare instauravi instauratus"	"īnstaurō īnstaurāre īnstaurāvī īnstaurātus"	"to build; perform"	"to build; perform, celebrate; revive, resolve anew; celebrate anew; renew; repay, requite"	" 742"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#instauro"	"4475"
"insto instare institi instatus"	"īnstō īnstāre īnstitī īnstatus"	"to stand in/on"	"to pursue, threaten; approach, press hard; be close to (+ dat.); stand in/on"	" 301"	"8"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#insto"	"965"
"instruo instruere instruxi instructus"	"īnstruō īnstruere īnstrūxī īnstrūctus"	"to build upon; furnish; arrange"	"to build upon; build up; arrange, draw up ships or troops; prepare; furnish, equip, supply; support; instruct, train"	"128"	"5"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#instruo"	"974"
"insurgo –ere –surrexi –rectus"	"īnsurgō –ere –surrēxi –rēctus"	"to rise to; w. dat."	"to rise to; w. dat.; rise, spring to, ply; (without case), lift or raise one's self, rise upward"	" 794"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#insurgo"	"4251"
"intactus –a –um"	"intāctus –a –um"	"untouched, unbroken"	"untouched, unbroken; unhurt; untouched by the yoke, unyoked; pure; a virgin"	" 64"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#intactus"	"2859"
"integro integrare "	"integrō integrāre "	"to renew"	"to make whole; to renew"	" 615"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#integro"	"7186"
"interea"	"intereā"	"meanwhile"	"meanwhile"	"109"	"13"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#interea"	"503"
"interimo interimere interemi interemptus"	"interimō interimere interēmī interēmptus"	"to destroy"	"to kill, destroy"	" 539"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#interimo"	"3634"
"interitus interitus m."	"interitus interitūs m."	"death"	"death"	" 1040"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#interitus"	"3913"
"interpono interponere interposui interpositus"	"interpōnō interpōnere interposuī interposītus"	"to place between, include"	"to place between, interpose; insert into a group, include"	"106"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#interpono"	"2288"
